candidate_id,selectable,nonexecution_reason
s3-A-0101-sw0.00-five_year-plain,True,
s3-A-0101-sw0.00-five_year-domain_augmented,True,
s3-A-0101-sw0.00-half_life_2-plain,True,
s3-A-0101-sw0.00-half_life_2-domain_augmented,True,
s3-A-0101-sw0.00-half_life_4-plain,True,
s3-A-0101-sw0.00-half_life_4-domain_augmented,True,
s3-A-0101-sw0.00-half_life_6-plain,True,
s3-A-0101-sw0.00-half_life_6-domain_augmented,True,
s3-A-0101-sw0.10-all_history-plain,True,
s3-A-0101-sw0.10-all_history-domain_augmented,True,
s3-A-0101-sw0.10-five_year-plain,True,
s3-A-0101-sw0.10-five_year-domain_augmented,True,
s3-A-0101-sw0.10-half_life_2-plain,True,
s3-A-0101-sw0.10-half_life_2-domain_augmented,True,
s3-A-0101-sw0.10-half_life_4-plain,True,
s3-A-0101-sw0.10-half_life_4-domain_augmented,True,
s3-A-0101-sw0.10-half_life_6-plain,True,
s3-A-0101-sw0.10-half_life_6-domain_augmented,True,
s3-A-0101-sw0.25-all_history-plain,True,
s3-A-0101-sw0.25-all_history-domain_augmented,True,
s3-A-0101-sw0.25-five_year-plain,True,
s3-A-0101-sw0.25-five_year-domain_augmented,True,
s3-A-0101-sw0.25-half_life_2-plain,True,
s3-A-0101-sw0.25-half_life_2-domain_augmented,True,
s3-A-0101-sw0.25-half_life_4-plain,True,
s3-A-0101-sw0.25-half_life_4-domain_augmented,True,
s3-A-0101-sw0.25-half_life_6-plain,True,
s3-A-0101-sw0.25-half_life_6-domain_augmented,True,
s3-A-0101-sw0.50-all_history-plain,True,
s3-A-0101-sw0.50-all_history-domain_augmented,True,
s3-A-0101-sw0.50-five_year-plain,True,
s3-A-0101-sw0.50-five_year-domain_augmented,True,
s3-A-0101-sw0.50-half_life_2-plain,True,
s3-A-0101-sw0.50-half_life_2-domain_augmented,True,
s3-A-0101-sw0.50-half_life_4-plain,True,
s3-A-0101-sw0.50-half_life_4-domain_augmented,True,
s3-A-0101-sw0.50-half_life_6-plain,True,
s3-A-0101-sw0.50-half_life_6-domain_augmented,True,
s3-A-0102-sw0.00-all_history-plain,True,
s3-A-0102-sw0.00-all_history-domain_augmented,True,
s3-A-0102-sw0.00-five_year-plain,True,
s3-A-0102-sw0.00-five_year-domain_augmented,True,
s3-A-0102-sw0.00-half_life_2-plain,True,
s3-A-0102-sw0.00-half_life_2-domain_augmented,True,
s3-A-0102-sw0.00-half_life_4-plain,True,
s3-A-0102-sw0.00-half_life_4-domain_augmented,True,
s3-A-0102-sw0.00-half_life_6-plain,True,
s3-A-0102-sw0.00-half_life_6-domain_augmented,True,
s3-A-0102-sw0.10-all_history-plain,True,
s3-A-0102-sw0.10-all_history-domain_augmented,True,
s3-A-0102-sw0.10-five_year-plain,True,
s3-A-0102-sw0.10-five_year-domain_augmented,True,
s3-A-0102-sw0.10-half_life_2-plain,True,
s3-A-0102-sw0.10-half_life_2-domain_augmented,True,
s3-A-0102-sw0.10-half_life_4-plain,True,
s3-A-0102-sw0.10-half_life_4-domain_augmented,True,
s3-A-0102-sw0.10-half_life_6-plain,True,
s3-A-0102-sw0.10-half_life_6-domain_augmented,True,
s3-A-0102-sw0.25-all_history-plain,True,
s3-A-0102-sw0.25-all_history-domain_augmented,True,
s3-A-0102-sw0.25-five_year-plain,True,
s3-A-0102-sw0.25-five_year-domain_augmented,True,
s3-A-0102-sw0.25-half_life_2-plain,True,
s3-A-0102-sw0.25-half_life_2-domain_augmented,True,
s3-A-0102-sw0.25-half_life_4-plain,True,
s3-A-0102-sw0.25-half_life_4-domain_augmented,True,
s3-A-0102-sw0.25-half_life_6-plain,True,
s3-A-0102-sw0.25-half_life_6-domain_augmented,True,
s3-A-0102-sw0.50-all_history-plain,True,
s3-A-0102-sw0.50-all_history-domain_augmented,True,
s3-A-0102-sw0.50-five_year-plain,True,
s3-A-0102-sw0.50-five_year-domain_augmented,True,
s3-A-0102-sw0.50-half_life_2-plain,True,
s3-A-0102-sw0.50-half_life_2-domain_augmented,True,
s3-A-0102-sw0.50-half_life_4-plain,True,
s3-A-0102-sw0.50-half_life_4-domain_augmented,True,
s3-A-0102-sw0.50-half_life_6-plain,True,
s3-A-0102-sw0.50-half_life_6-domain_augmented,True,
s3-A-0103-sw0.00-all_history-plain,True,
s3-A-0103-sw0.00-all_history-domain_augmented,True,
s3-A-0103-sw0.00-five_year-plain,True,
s3-A-0103-sw0.00-five_year-domain_augmented,True,
s3-A-0103-sw0.00-half_life_2-plain,True,
s3-A-0103-sw0.00-half_life_2-domain_augmented,True,
s3-A-0103-sw0.00-half_life_4-plain,True,
s3-A-0103-sw0.00-half_life_4-domain_augmented,True,
s3-A-0103-sw0.00-half_life_6-plain,True,
s3-A-0103-sw0.00-half_life_6-domain_augmented,True,
s3-A-0103-sw0.10-all_history-plain,True,
s3-A-0103-sw0.10-all_history-domain_augmented,True,
s3-A-0103-sw0.10-five_year-plain,True,
s3-A-0103-sw0.10-five_year-domain_augmented,True,
s3-A-0103-sw0.10-half_life_2-plain,True,
s3-A-0103-sw0.10-half_life_2-domain_augmented,True,
s3-A-0103-sw0.10-half_life_4-plain,True,
s3-A-0103-sw0.10-half_life_4-domain_augmented,True,
s3-A-0103-sw0.10-half_life_6-plain,True,
s3-A-0103-sw0.10-half_life_6-domain_augmented,True,
s3-A-0103-sw0.25-all_history-plain,True,
s3-A-0103-sw0.25-all_history-domain_augmented,True,
s3-A-0103-sw0.25-five_year-plain,True,
s3-A-0103-sw0.25-five_year-domain_augmented,True,
s3-A-0103-sw0.25-half_life_2-plain,True,
s3-A-0103-sw0.25-half_life_2-domain_augmented,True,
s3-A-0103-sw0.25-half_life_4-plain,True,
s3-A-0103-sw0.25-half_life_4-domain_augmented,True,
s3-A-0103-sw0.25-half_life_6-plain,True,
s3-A-0103-sw0.25-half_life_6-domain_augmented,True,
s3-A-0103-sw0.50-all_history-plain,True,
s3-A-0103-sw0.50-all_history-domain_augmented,True,
s3-A-0103-sw0.50-five_year-plain,True,
s3-A-0103-sw0.50-five_year-domain_augmented,True,
s3-A-0103-sw0.50-half_life_2-plain,True,
s3-A-0103-sw0.50-half_life_2-domain_augmented,True,
s3-A-0103-sw0.50-half_life_4-plain,True,
s3-A-0103-sw0.50-half_life_4-domain_augmented,True,
s3-A-0103-sw0.50-half_life_6-plain,True,
s3-A-0103-sw0.50-half_life_6-domain_augmented,True,
s3-A-0104-sw0.00-all_history-plain,True,
s3-A-0104-sw0.00-all_history-domain_augmented,True,
s3-A-0104-sw0.00-five_year-plain,True,
s3-A-0104-sw0.00-five_year-domain_augmented,True,
s3-A-0104-sw0.00-half_life_2-plain,True,
s3-A-0104-sw0.00-half_life_2-domain_augmented,True,
s3-A-0104-sw0.00-half_life_4-plain,True,
s3-A-0104-sw0.00-half_life_4-domain_augmented,True,
s3-A-0104-sw0.00-half_life_6-plain,True,
s3-A-0104-sw0.00-half_life_6-domain_augmented,True,
s3-A-0104-sw0.10-all_history-plain,True,
s3-A-0104-sw0.10-all_history-domain_augmented,True,
s3-A-0104-sw0.10-five_year-plain,True,
s3-A-0104-sw0.10-five_year-domain_augmented,True,
s3-A-0104-sw0.10-half_life_2-plain,True,
s3-A-0104-sw0.10-half_life_2-domain_augmented,True,
s3-A-0104-sw0.10-half_life_4-plain,True,
s3-A-0104-sw0.10-half_life_4-domain_augmented,True,
s3-A-0104-sw0.10-half_life_6-plain,True,
s3-A-0104-sw0.10-half_life_6-domain_augmented,True,
s3-A-0104-sw0.25-all_history-plain,True,
s3-A-0104-sw0.25-all_history-domain_augmented,True,
s3-A-0104-sw0.25-five_year-plain,True,
s3-A-0104-sw0.25-five_year-domain_augmented,True,
s3-A-0104-sw0.25-half_life_2-plain,True,
s3-A-0104-sw0.25-half_life_2-domain_augmented,True,
s3-A-0104-sw0.25-half_life_4-plain,True,
s3-A-0104-sw0.25-half_life_4-domain_augmented,True,
s3-A-0104-sw0.25-half_life_6-plain,True,
s3-A-0104-sw0.25-half_life_6-domain_augmented,True,
s3-A-0104-sw0.50-all_history-plain,True,
s3-A-0104-sw0.50-all_history-domain_augmented,True,
s3-A-0104-sw0.50-five_year-plain,True,
s3-A-0104-sw0.50-five_year-domain_augmented,True,
s3-A-0104-sw0.50-half_life_2-plain,True,
s3-A-0104-sw0.50-half_life_2-domain_augmented,True,
s3-A-0104-sw0.50-half_life_4-plain,True,
s3-A-0104-sw0.50-half_life_4-domain_augmented,True,
s3-A-0104-sw0.50-half_life_6-plain,True,
s3-A-0104-sw0.50-half_life_6-domain_augmented,True,
s2-A-0000-sw0.00-all_history-plain,True,
s2-A-0000-sw0.00-all_history-domain_augmented,True,
s2-A-0000-sw0.00-five_year-plain,True,
s2-A-0000-sw0.00-five_year-domain_augmented,True,
s2-A-0000-sw0.00-half_life_2-plain,True,
s2-A-0000-sw0.00-half_life_2-domain_augmented,True,
s2-A-0000-sw0.00-half_life_4-plain,True,
s2-A-0000-sw0.00-half_life_4-domain_augmented,True,
s2-A-0000-sw0.00-half_life_6-plain,True,
s2-A-0000-sw0.00-half_life_6-domain_augmented,True,
s2-A-0000-sw0.10-all_history-plain,True,
s2-A-0000-sw0.10-all_history-domain_augmented,True,
s2-A-0000-sw0.10-five_year-plain,True,
s2-A-0000-sw0.10-five_year-domain_augmented,True,
s2-A-0000-sw0.10-half_life_2-plain,True,
s2-A-0000-sw0.10-half_life_2-domain_augmented,True,
s2-A-0000-sw0.10-half_life_4-plain,True,
s2-A-0000-sw0.10-half_life_4-domain_augmented,True,
s2-A-0000-sw0.10-half_life_6-plain,True,
s2-A-0000-sw0.10-half_life_6-domain_augmented,True,
s2-A-0000-sw0.25-all_history-plain,True,
s2-A-0000-sw0.25-all_history-domain_augmented,True,
s2-A-0000-sw0.25-five_year-plain,True,
s2-A-0000-sw0.25-five_year-domain_augmented,True,
s2-A-0000-sw0.25-half_life_2-plain,True,
s2-A-0000-sw0.25-half_life_2-domain_augmented,True,
s2-A-0000-sw0.25-half_life_4-plain,True,
s2-A-0000-sw0.25-half_life_4-domain_augmented,True,
s2-A-0000-sw0.25-half_life_6-plain,True,
s2-A-0000-sw0.25-half_life_6-domain_augmented,True,
s2-A-0000-sw0.50-all_history-plain,True,
s2-A-0000-sw0.50-all_history-domain_augmented,True,
s2-A-0000-sw0.50-five_year-plain,True,
s2-A-0000-sw0.50-five_year-domain_augmented,True,
s2-A-0000-sw0.50-half_life_2-plain,True,
s2-A-0000-sw0.50-half_life_2-domain_augmented,True,
s2-A-0000-sw0.50-half_life_4-plain,True,
s2-A-0000-sw0.50-half_life_4-domain_augmented,True,
s2-A-0000-sw0.50-half_life_6-plain,True,
s2-A-0000-sw0.50-half_life_6-domain_augmented,True,
s2-A-0000-ensemble-0.25,True,requires compatible top pair
s2-A-0000-ensemble-0.50,True,requires compatible top pair
s2-A-0000-ensemble-0.75,True,requires compatible top pair
s2-A-0001-sw0.00-all_history-plain,True,
s2-A-0001-sw0.00-all_history-domain_augmented,True,
s2-A-0001-sw0.00-five_year-plain,True,
s2-A-0001-sw0.00-five_year-domain_augmented,True,
s2-A-0001-sw0.00-half_life_2-plain,True,
s2-A-0001-sw0.00-half_life_2-domain_augmented,True,
s2-A-0001-sw0.00-half_life_4-plain,True,
s2-A-0001-sw0.00-half_life_4-domain_augmented,True,
s2-A-0001-sw0.00-half_life_6-plain,True,
s2-A-0001-sw0.00-half_life_6-domain_augmented,True,
s2-A-0001-sw0.10-all_history-plain,True,
s2-A-0001-sw0.10-all_history-domain_augmented,True,
s2-A-0001-sw0.10-five_year-plain,True,
s2-A-0001-sw0.10-five_year-domain_augmented,True,
s2-A-0001-sw0.10-half_life_2-plain,True,
s2-A-0001-sw0.10-half_life_2-domain_augmented,True,
s2-A-0001-sw0.10-half_life_4-plain,True,
s2-A-0001-sw0.10-half_life_4-domain_augmented,True,
s2-A-0001-sw0.10-half_life_6-plain,True,
s2-A-0001-sw0.10-half_life_6-domain_augmented,True,
s2-A-0001-sw0.25-all_history-plain,True,
s2-A-0001-sw0.25-all_history-domain_augmented,True,
s2-A-0001-sw0.25-five_year-plain,True,
s2-A-0001-sw0.25-five_year-domain_augmented,True,
s2-A-0001-sw0.25-half_life_2-plain,True,
s2-A-0001-sw0.25-half_life_2-domain_augmented,True,
s2-A-0001-sw0.25-half_life_4-plain,True,
s2-A-0001-sw0.25-half_life_4-domain_augmented,True,
s2-A-0001-sw0.25-half_life_6-plain,True,
s2-A-0001-sw0.25-half_life_6-domain_augmented,True,
s2-A-0001-sw0.50-all_history-plain,True,
s2-A-0001-sw0.50-all_history-domain_augmented,True,
s2-A-0001-sw0.50-five_year-plain,True,
s2-A-0001-sw0.50-five_year-domain_augmented,True,
s2-A-0001-sw0.50-half_life_2-plain,True,
s2-A-0001-sw0.50-half_life_2-domain_augmented,True,
s2-A-0001-sw0.50-half_life_4-plain,True,
s2-A-0001-sw0.50-half_life_4-domain_augmented,True,
s2-A-0001-sw0.50-half_life_6-plain,True,
s2-A-0001-sw0.50-half_life_6-domain_augmented,True,
s2-A-0001-ensemble-0.25,True,requires compatible top pair
s2-A-0001-ensemble-0.50,True,requires compatible top pair
s2-A-0001-ensemble-0.75,True,requires compatible top pair
s2-A-0002-sw0.00-all_history-plain,True,
s2-A-0002-sw0.00-all_history-domain_augmented,True,
s2-A-0002-sw0.00-five_year-plain,True,
s2-A-0002-sw0.00-five_year-domain_augmented,True,
s2-A-0002-sw0.00-half_life_2-plain,True,
s2-A-0002-sw0.00-half_life_2-domain_augmented,True,
s2-A-0002-sw0.00-half_life_4-plain,True,
s2-A-0002-sw0.00-half_life_4-domain_augmented,True,
s2-A-0002-sw0.00-half_life_6-plain,True,
s2-A-0002-sw0.00-half_life_6-domain_augmented,True,
s2-A-0002-sw0.10-all_history-plain,True,
s2-A-0002-sw0.10-all_history-domain_augmented,True,
s2-A-0002-sw0.10-five_year-plain,True,
s2-A-0002-sw0.10-five_year-domain_augmented,True,
s2-A-0002-sw0.10-half_life_2-plain,True,
s2-A-0002-sw0.10-half_life_2-domain_augmented,True,
s2-A-0002-sw0.10-half_life_4-plain,True,
s2-A-0002-sw0.10-half_life_4-domain_augmented,True,
s2-A-0002-sw0.10-half_life_6-plain,True,
s2-A-0002-sw0.10-half_life_6-domain_augmented,True,
s2-A-0002-sw0.25-all_history-plain,True,
s2-A-0002-sw0.25-all_history-domain_augmented,True,
s2-A-0002-sw0.25-five_year-plain,True,
s2-A-0002-sw0.25-five_year-domain_augmented,True,
s2-A-0002-sw0.25-half_life_2-plain,True,
s2-A-0002-sw0.25-half_life_2-domain_augmented,True,
s2-A-0002-sw0.25-half_life_4-plain,True,
s2-A-0002-sw0.25-half_life_4-domain_augmented,True,
s2-A-0002-sw0.25-half_life_6-plain,True,
s2-A-0002-sw0.25-half_life_6-domain_augmented,True,
s2-A-0002-sw0.50-all_history-plain,True,
s2-A-0002-sw0.50-all_history-domain_augmented,True,
s2-A-0002-sw0.50-five_year-plain,True,
s2-A-0002-sw0.50-five_year-domain_augmented,True,
s2-A-0002-sw0.50-half_life_2-plain,True,
s2-A-0002-sw0.50-half_life_2-domain_augmented,True,
s2-A-0002-sw0.50-half_life_4-plain,True,
s2-A-0002-sw0.50-half_life_4-domain_augmented,True,
s2-A-0002-sw0.50-half_life_6-plain,True,
s2-A-0002-sw0.50-half_life_6-domain_augmented,True,
s2-A-0002-ensemble-0.25,True,requires compatible top pair
s2-A-0002-ensemble-0.50,True,requires compatible top pair
s2-A-0002-ensemble-0.75,True,requires compatible top pair
s2-A-0003-sw0.00-all_history-plain,True,
s2-A-0003-sw0.00-all_history-domain_augmented,True,
s2-A-0003-sw0.00-five_year-plain,True,
s2-A-0003-sw0.00-five_year-domain_augmented,True,
s2-A-0003-sw0.00-half_life_2-plain,True,
s2-A-0003-sw0.00-half_life_2-domain_augmented,True,
s2-A-0003-sw0.00-half_life_4-plain,True,
s2-A-0003-sw0.00-half_life_4-domain_augmented,True,
s2-A-0003-sw0.00-half_life_6-plain,True,
s2-A-0003-sw0.00-half_life_6-domain_augmented,True,
s2-A-0003-sw0.10-all_history-plain,True,
s2-A-0003-sw0.10-all_history-domain_augmented,True,
s2-A-0003-sw0.10-five_year-plain,True,
s2-A-0003-sw0.10-five_year-domain_augmented,True,
s2-A-0003-sw0.10-half_life_2-plain,True,
s2-A-0003-sw0.10-half_life_2-domain_augmented,True,
s2-A-0003-sw0.10-half_life_4-plain,True,
s2-A-0003-sw0.10-half_life_4-domain_augmented,True,
s2-A-0003-sw0.10-half_life_6-plain,True,
s2-A-0003-sw0.10-half_life_6-domain_augmented,True,
s2-A-0003-sw0.25-all_history-plain,True,
s2-A-0003-sw0.25-all_history-domain_augmented,True,
s2-A-0003-sw0.25-five_year-plain,True,
s2-A-0003-sw0.25-five_year-domain_augmented,True,
s2-A-0003-sw0.25-half_life_2-plain,True,
s2-A-0003-sw0.25-half_life_2-domain_augmented,True,
s2-A-0003-sw0.25-half_life_4-plain,True,
s2-A-0003-sw0.25-half_life_4-domain_augmented,True,
s2-A-0003-sw0.25-half_life_6-plain,True,
s2-A-0003-sw0.25-half_life_6-domain_augmented,True,
s2-A-0003-sw0.50-all_history-plain,True,
s2-A-0003-sw0.50-all_history-domain_augmented,True,
s2-A-0003-sw0.50-five_year-plain,True,
s2-A-0003-sw0.50-five_year-domain_augmented,True,
s2-A-0003-sw0.50-half_life_2-plain,True,
s2-A-0003-sw0.50-half_life_2-domain_augmented,True,
s2-A-0003-sw0.50-half_life_4-plain,True,
s2-A-0003-sw0.50-half_life_4-domain_augmented,True,
s2-A-0003-sw0.50-half_life_6-plain,True,
s2-A-0003-sw0.50-half_life_6-domain_augmented,True,
s2-A-0003-ensemble-0.25,True,requires compatible top pair
s2-A-0003-ensemble-0.50,True,requires compatible top pair
s2-A-0003-ensemble-0.75,True,requires compatible top pair
s2-A-0004-sw0.00-all_history-plain,True,
s2-A-0004-sw0.00-all_history-domain_augmented,True,
s2-A-0004-sw0.00-five_year-plain,True,
s2-A-0004-sw0.00-five_year-domain_augmented,True,
s2-A-0004-sw0.00-half_life_2-plain,True,
s2-A-0004-sw0.00-half_life_2-domain_augmented,True,
s2-A-0004-sw0.00-half_life_4-plain,True,
s2-A-0004-sw0.00-half_life_4-domain_augmented,True,
s2-A-0004-sw0.00-half_life_6-plain,True,
s2-A-0004-sw0.00-half_life_6-domain_augmented,True,
s2-A-0004-sw0.10-all_history-plain,True,
s2-A-0004-sw0.10-all_history-domain_augmented,True,
s2-A-0004-sw0.10-five_year-plain,True,
s2-A-0004-sw0.10-five_year-domain_augmented,True,
s2-A-0004-sw0.10-half_life_2-plain,True,
s2-A-0004-sw0.10-half_life_2-domain_augmented,True,
s2-A-0004-sw0.10-half_life_4-plain,True,
s2-A-0004-sw0.10-half_life_4-domain_augmented,True,
s2-A-0004-sw0.10-half_life_6-plain,True,
s2-A-0004-sw0.10-half_life_6-domain_augmented,True,
s2-A-0004-sw0.25-all_history-plain,True,
s2-A-0004-sw0.25-all_history-domain_augmented,True,
s2-A-0004-sw0.25-five_year-plain,True,
s2-A-0004-sw0.25-five_year-domain_augmented,True,
s2-A-0004-sw0.25-half_life_2-plain,True,
s2-A-0004-sw0.25-half_life_2-domain_augmented,True,
s2-A-0004-sw0.25-half_life_4-plain,True,
s2-A-0004-sw0.25-half_life_4-domain_augmented,True,
s2-A-0004-sw0.25-half_life_6-plain,True,
s2-A-0004-sw0.25-half_life_6-domain_augmented,True,
s2-A-0004-sw0.50-all_history-plain,True,
s2-A-0004-sw0.50-all_history-domain_augmented,True,
s2-A-0004-sw0.50-five_year-plain,True,
s2-A-0004-sw0.50-five_year-domain_augmented,True,
s2-A-0004-sw0.50-half_life_2-plain,True,
s2-A-0004-sw0.50-half_life_2-domain_augmented,True,
s2-A-0004-sw0.50-half_life_4-plain,True,
s2-A-0004-sw0.50-half_life_4-domain_augmented,True,
s2-A-0004-sw0.50-half_life_6-plain,True,
s2-A-0004-sw0.50-half_life_6-domain_augmented,True,
s2-A-0004-ensemble-0.25,True,requires compatible top pair
s2-A-0004-ensemble-0.50,True,requires compatible top pair
s2-A-0004-ensemble-0.75,True,requires compatible top pair
s2-A-0005-sw0.00-all_history-plain,True,
s2-A-0005-sw0.00-all_history-domain_augmented,True,
s2-A-0005-sw0.00-five_year-plain,True,
s2-A-0005-sw0.00-five_year-domain_augmented,True,
s2-A-0005-sw0.00-half_life_2-plain,True,
s2-A-0005-sw0.00-half_life_2-domain_augmented,True,
s2-A-0005-sw0.00-half_life_4-plain,True,
s2-A-0005-sw0.00-half_life_4-domain_augmented,True,
s2-A-0005-sw0.00-half_life_6-plain,True,
s2-A-0005-sw0.00-half_life_6-domain_augmented,True,
s2-A-0005-sw0.10-all_history-plain,True,
s2-A-0005-sw0.10-all_history-domain_augmented,True,
s2-A-0005-sw0.10-five_year-plain,True,
s2-A-0005-sw0.10-five_year-domain_augmented,True,
s2-A-0005-sw0.10-half_life_2-plain,True,
s2-A-0005-sw0.10-half_life_2-domain_augmented,True,
s2-A-0005-sw0.10-half_life_4-plain,True,
s2-A-0005-sw0.10-half_life_4-domain_augmented,True,
s2-A-0005-sw0.10-half_life_6-plain,True,
s2-A-0005-sw0.10-half_life_6-domain_augmented,True,
s2-A-0005-sw0.25-all_history-plain,True,
s2-A-0005-sw0.25-all_history-domain_augmented,True,
s2-A-0005-sw0.25-five_year-plain,True,
s2-A-0005-sw0.25-five_year-domain_augmented,True,
s2-A-0005-sw0.25-half_life_2-plain,True,
s2-A-0005-sw0.25-half_life_2-domain_augmented,True,
s2-A-0005-sw0.25-half_life_4-plain,True,
s2-A-0005-sw0.25-half_life_4-domain_augmented,True,
s2-A-0005-sw0.25-half_life_6-plain,True,
s2-A-0005-sw0.25-half_life_6-domain_augmented,True,
s2-A-0005-sw0.50-all_history-plain,True,
s2-A-0005-sw0.50-all_history-domain_augmented,True,
s2-A-0005-sw0.50-five_year-plain,True,
s2-A-0005-sw0.50-five_year-domain_augmented,True,
s2-A-0005-sw0.50-half_life_2-plain,True,
s2-A-0005-sw0.50-half_life_2-domain_augmented,True,
s2-A-0005-sw0.50-half_life_4-plain,True,
s2-A-0005-sw0.50-half_life_4-domain_augmented,True,
s2-A-0005-sw0.50-half_life_6-plain,True,
s2-A-0005-sw0.50-half_life_6-domain_augmented,True,
s2-A-0005-ensemble-0.25,True,requires compatible top pair
s2-A-0005-ensemble-0.50,True,requires compatible top pair
s2-A-0005-ensemble-0.75,True,requires compatible top pair
s2-A-0006-sw0.00-all_history-plain,True,
s2-A-0006-sw0.00-all_history-domain_augmented,True,
s2-A-0006-sw0.00-five_year-plain,True,
s2-A-0006-sw0.00-five_year-domain_augmented,True,
s2-A-0006-sw0.00-half_life_2-plain,True,
s2-A-0006-sw0.00-half_life_2-domain_augmented,True,
s2-A-0006-sw0.00-half_life_4-plain,True,
s2-A-0006-sw0.00-half_life_4-domain_augmented,True,
s2-A-0006-sw0.00-half_life_6-plain,True,
s2-A-0006-sw0.00-half_life_6-domain_augmented,True,
s2-A-0006-sw0.10-all_history-plain,True,
s2-A-0006-sw0.10-all_history-domain_augmented,True,
s2-A-0006-sw0.10-five_year-plain,True,
s2-A-0006-sw0.10-five_year-domain_augmented,True,
s2-A-0006-sw0.10-half_life_2-plain,True,
s2-A-0006-sw0.10-half_life_2-domain_augmented,True,
s2-A-0006-sw0.10-half_life_4-plain,True,
s2-A-0006-sw0.10-half_life_4-domain_augmented,True,
s2-A-0006-sw0.10-half_life_6-plain,True,
s2-A-0006-sw0.10-half_life_6-domain_augmented,True,
s2-A-0006-sw0.25-all_history-plain,True,
s2-A-0006-sw0.25-all_history-domain_augmented,True,
s2-A-0006-sw0.25-five_year-plain,True,
s2-A-0006-sw0.25-five_year-domain_augmented,True,
s2-A-0006-sw0.25-half_life_2-plain,True,
s2-A-0006-sw0.25-half_life_2-domain_augmented,True,
s2-A-0006-sw0.25-half_life_4-plain,True,
s2-A-0006-sw0.25-half_life_4-domain_augmented,True,
s2-A-0006-sw0.25-half_life_6-plain,True,
s2-A-0006-sw0.25-half_life_6-domain_augmented,True,
s2-A-0006-sw0.50-all_history-plain,True,
s2-A-0006-sw0.50-all_history-domain_augmented,True,
s2-A-0006-sw0.50-five_year-plain,True,
s2-A-0006-sw0.50-five_year-domain_augmented,True,
s2-A-0006-sw0.50-half_life_2-plain,True,
s2-A-0006-sw0.50-half_life_2-domain_augmented,True,
s2-A-0006-sw0.50-half_life_4-plain,True,
s2-A-0006-sw0.50-half_life_4-domain_augmented,True,
s2-A-0006-sw0.50-half_life_6-plain,True,
s2-A-0006-sw0.50-half_life_6-domain_augmented,True,
s2-A-0006-ensemble-0.25,True,requires compatible top pair
s2-A-0006-ensemble-0.50,True,requires compatible top pair
s2-A-0006-ensemble-0.75,True,requires compatible top pair
s2-A-0007-sw0.00-all_history-plain,True,
s2-A-0007-sw0.00-all_history-domain_augmented,True,
s2-A-0007-sw0.00-five_year-plain,True,
s2-A-0007-sw0.00-five_year-domain_augmented,True,
s2-A-0007-sw0.00-half_life_2-plain,True,
s2-A-0007-sw0.00-half_life_2-domain_augmented,True,
s2-A-0007-sw0.00-half_life_4-plain,True,
s2-A-0007-sw0.00-half_life_4-domain_augmented,True,
s2-A-0007-sw0.00-half_life_6-plain,True,
s2-A-0007-sw0.00-half_life_6-domain_augmented,True,
s2-A-0007-sw0.10-all_history-plain,True,
s2-A-0007-sw0.10-all_history-domain_augmented,True,
s2-A-0007-sw0.10-five_year-plain,True,
s2-A-0007-sw0.10-five_year-domain_augmented,True,
s2-A-0007-sw0.10-half_life_2-plain,True,
s2-A-0007-sw0.10-half_life_2-domain_augmented,True,
s2-A-0007-sw0.10-half_life_4-plain,True,
s2-A-0007-sw0.10-half_life_4-domain_augmented,True,
s2-A-0007-sw0.10-half_life_6-plain,True,
s2-A-0007-sw0.10-half_life_6-domain_augmented,True,
s2-A-0007-sw0.25-all_history-plain,True,
s2-A-0007-sw0.25-all_history-domain_augmented,True,
s2-A-0007-sw0.25-five_year-plain,True,
s2-A-0007-sw0.25-five_year-domain_augmented,True,
s2-A-0007-sw0.25-half_life_2-plain,True,
s2-A-0007-sw0.25-half_life_2-domain_augmented,True,
s2-A-0007-sw0.25-half_life_4-plain,True,
s2-A-0007-sw0.25-half_life_4-domain_augmented,True,
s2-A-0007-sw0.25-half_life_6-plain,True,
s2-A-0007-sw0.25-half_life_6-domain_augmented,True,
s2-A-0007-sw0.50-all_history-plain,True,
s2-A-0007-sw0.50-all_history-domain_augmented,True,
s2-A-0007-sw0.50-five_year-plain,True,
s2-A-0007-sw0.50-five_year-domain_augmented,True,
s2-A-0007-sw0.50-half_life_2-plain,True,
s2-A-0007-sw0.50-half_life_2-domain_augmented,True,
s2-A-0007-sw0.50-half_life_4-plain,True,
s2-A-0007-sw0.50-half_life_4-domain_augmented,True,
s2-A-0007-sw0.50-half_life_6-plain,True,
s2-A-0007-sw0.50-half_life_6-domain_augmented,True,
s2-A-0007-ensemble-0.25,True,requires compatible top pair
s2-A-0007-ensemble-0.50,True,requires compatible top pair
s2-A-0007-ensemble-0.75,True,requires compatible top pair
s2-A-0008-sw0.00-all_history-plain,True,
s2-A-0008-sw0.00-all_history-domain_augmented,True,
s2-A-0008-sw0.00-five_year-plain,True,
s2-A-0008-sw0.00-five_year-domain_augmented,True,
s2-A-0008-sw0.00-half_life_2-plain,True,
s2-A-0008-sw0.00-half_life_2-domain_augmented,True,
s2-A-0008-sw0.00-half_life_4-plain,True,
s2-A-0008-sw0.00-half_life_4-domain_augmented,True,
s2-A-0008-sw0.00-half_life_6-plain,True,
s2-A-0008-sw0.00-half_life_6-domain_augmented,True,
s2-A-0008-sw0.10-all_history-plain,True,
